sample_row_id,model,source,loc,token_count,ast_node_count,ast_max_depth,cyclomatic_complexity,function_count,loop_count,if_count,call_count
train:6274,human,gh,6.0,44.0,38.0,7.0,1.0,1.0,0.0,0.0,2.0
train:33954,human,gh,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:2494,human,gh,6.0,74.0,53.0,6.0,1.0,1.0,0.0,0.0,3.0
train:101753,qwen1.5,gh,9.0,39.0,27.0,7.0,3.0,1.0,0.0,1.0,2.0
train:87670,human,cf,36.0,217.0,185.0,10.0,9.0,0.0,3.0,5.0,10.0
train:40960,human,gh,26.0,150.0,131.0,8.0,4.0,1.0,0.0,2.0,8.0
train:133371,llama3.1,lc,8.0,51.0,39.0,8.0,1.0,1.0,0.0,0.0,5.0
train:162372,qwen1.5,lc,17.0,144.0,130.0,11.0,6.0,1.0,1.0,4.0,9.0
train:41408,human,gh,44.0,477.0,495.0,10.0,12.0,1.0,1.0,6.0,24.0
train:88424,human,cf,78.0,320.0,294.0,9.0,6.0,1.0,3.0,2.0,15.0
train:31258,human,gh,51.0,405.0,356.0,11.0,16.0,1.0,0.0,14.0,18.0
train:9342,human,gh,30.0,183.0,167.0,9.0,5.0,1.0,1.0,3.0,8.0
train:53714,human,gh,197.0,1435.0,1234.0,22.0,42.0,2.0,4.0,26.0,113.0
train:88150,human,cf,29.0,175.0,170.0,10.0,4.0,0.0,1.0,2.0,12.0
train:168605,codellama,lc,2.0,29.0,23.0,9.0,2.0,1.0,0.0,0.0,2.0
train:117375,gpt,gh,10.0,64.0,54.0,8.0,3.0,1.0,0.0,1.0,2.0
train:1032,human,gh,8.0,51.0,37.0,8.0,1.0,1.0,0.0,0.0,3.0
train:80584,human,cf,39.0,161.0,135.0,8.0,6.0,0.0,0.0,4.0,11.0
train:23552,human,gh,7.0,67.0,54.0,8.0,3.0,1.0,2.0,0.0,3.0
train:86139,human,cf,43.0,162.0,126.0,13.0,6.0,1.0,3.0,2.0,11.0
train:162721,qwen1.5,lc,15.0,71.0,48.0,7.0,3.0,1.0,0.0,2.0,4.0
train:163367,qwen1.5,lc,12.0,88.0,64.0,7.0,3.0,1.0,1.0,1.0,2.0
train:154879,qwen1.5,lc,35.0,118.0,85.0,6.0,2.0,0.0,1.0,0.0,8.0
train:42788,human,gh,8.0,57.0,48.0,7.0,2.0,1.0,0.0,1.0,4.0
train:100746,codellama,gh,2.0,22.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0
train:175975,codellama,lc,9.0,64.0,41.0,5.0,2.0,0.0,1.0,0.0,1.0
train:91209,codellama,cf,16.0,161.0,155.0,10.0,9.0,0.0,4.0,3.0,12.0
train:98624,llama3.1,gh,10.0,51.0,36.0,8.0,1.0,1.0,0.0,0.0,2.0
train:46034,human,gh,9.0,72.0,58.0,8.0,4.0,1.0,1.0,2.0,5.0
train:15319,human,gh,203.0,1238.0,949.0,13.0,33.0,1.0,4.0,21.0,36.0
train:46445,human,gh,10.0,83.0,59.0,8.0,2.0,1.0,0.0,1.0,3.0
train:134772,llama3.1,lc,12.0,85.0,64.0,10.0,5.0,1.0,1.0,3.0,5.0
train:151398,qwen1.5,lc,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:14519,human,gh,9.0,54.0,44.0,8.0,4.0,1.0,0.0,1.0,3.0
train:16341,human,gh,50.0,245.0,205.0,9.0,10.0,1.0,2.0,7.0,11.0
train:119394,nxcode,lc,19.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:108905,qwen1.5,gh,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:160268,llama3.1,lc,10.0,81.0,79.0,10.0,5.0,1.0,2.0,1.0,3.0
train:113063,gpt,gh,17.0,73.0,54.0,6.0,1.0,1.0,0.0,0.0,1.0
train:168005,codellama,lc,12.0,116.0,72.0,8.0,1.0,0.0,0.0,0.0,4.0
train:81745,human,cf,286.0,965.0,681.0,11.0,12.0,5.0,6.0,4.0,50.0
train:147094,codellama,lc,33.0,290.0,232.0,13.0,12.0,3.0,3.0,6.0,18.0
train:140243,llama3.1,lc,13.0,96.0,91.0,8.0,5.0,1.0,2.0,2.0,3.0
train:8599,human,gh,8.0,64.0,52.0,9.0,3.0,1.0,0.0,1.0,5.0
train:72497,human,cf,13.0,63.0,46.0,7.0,3.0,0.0,1.0,1.0,8.0
train:55726,human,cf,148.0,265.0,129.0,9.0,5.0,0.0,3.0,1.0,14.0
train:136773,llama3.1,lc,34.0,231.0,189.0,8.0,5.0,4.0,3.0,1.0,11.0
train:95222,gpt,gh,5.0,44.0,53.0,6.0,1.0,1.0,0.0,0.0,0.0
train:113754,qwen1.5,gh,7.0,29.0,19.0,6.0,1.0,1.0,0.0,0.0,0.0
train:141438,llama3.1,lc,27.0,219.0,147.0,10.0,1.0,0.0,0.0,0.0,11.0
train:71013,human,cf,86.0,304.0,253.0,8.0,7.0,1.0,2.0,4.0,7.0
train:100728,gpt,gh,21.0,117.0,84.0,8.0,2.0,1.0,0.0,1.0,5.0
train:109871,llama3.1,gh,6.0,42.0,30.0,8.0,1.0,1.0,0.0,0.0,1.0
train:176213,codellama,lc,4.0,63.0,64.0,8.0,2.0,1.0,1.0,0.0,3.0
train:109665,nxcode,gh,3.0,15.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0
train:121459,nxcode,lc,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:47503,human,gh,18.0,96.0,72.0,7.0,3.0,1.0,0.0,2.0,5.0
train:139500,llama3.1,lc,11.0,90.0,79.0,8.0,5.0,1.0,0.0,2.0,10.0
train:110113,qwen1.5,gh,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:58347,human,cf,173.0,969.0,886.0,11.0,35.0,1.0,14.0,17.0,45.0
train:71289,human,cf,72.0,490.0,464.0,11.0,21.0,1.0,9.0,11.0,19.0
train:108276,qwen1.5,gh,3.0,13.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0
train:146107,llama3.1,lc,7.0,67.0,57.0,11.0,3.0,0.0,1.0,1.0,6.0
train:20546,human,gh,19.0,140.0,114.0,9.0,7.0,1.0,1.0,5.0,8.0
train:139421,llama3.1,lc,5.0,33.0,25.0,6.0,1.0,1.0,0.0,0.0,3.0
train:115914,qwen1.5,gh,3.0,15.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0
train:151548,qwen1.5,lc,10.0,100.0,89.0,11.0,4.0,1.0,1.0,1.0,4.0
train:3683,human,gh,20.0,189.0,159.0,11.0,10.0,1.0,5.0,3.0,7.0
train:36436,human,gh,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:91499,gpt,cf,15.0,210.0,214.0,11.0,5.0,1.0,2.0,1.0,20.0
train:24075,human,gh,14.0,100.0,86.0,8.0,4.0,1.0,1.0,0.0,5.0
train:98216,qwen1.5,gh,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:156167,qwen1.5,lc,35.0,260.0,215.0,17.0,10.0,1.0,2.0,5.0,22.0
train:14479,human,gh,3.0,31.0,23.0,7.0,1.0,1.0,0.0,0.0,1.0
train:90584,codellama,cf,7.0,52.0,39.0,9.0,3.0,1.0,0.0,2.0,2.0
train:1122,human,gh,5.0,56.0,41.0,7.0,1.0,1.0,0.0,0.0,2.0
train:21196,human,gh,4.0,47.0,40.0,6.0,1.0,1.0,0.0,0.0,4.0
train:157351,qwen1.5,lc,12.0,97.0,93.0,10.0,4.0,1.0,2.0,1.0,4.0
train:54988,human,gh,15.0,112.0,115.0,7.0,1.0,1.0,0.0,0.0,6.0
train:29864,human,gh,50.0,331.0,307.0,12.0,5.0,1.0,4.0,0.0,22.0
train:139039,llama3.1,lc,12.0,231.0,245.0,11.0,8.0,1.0,1.0,1.0,13.0
train:165470,codellama,lc,30.0,166.0,129.0,8.0,3.0,4.0,2.0,0.0,4.0
train:107837,nxcode,gh,7.0,40.0,23.0,6.0,1.0,1.0,0.0,0.0,1.0
train:129655,nxcode,lc,7.0,63.0,56.0,10.0,4.0,1.0,0.0,2.0,3.0
train:145496,llama3.1,lc,7.0,55.0,55.0,7.0,2.0,1.0,0.0,0.0,6.0
train:131982,nxcode,lc,12.0,66.0,54.0,7.0,2.0,1.0,1.0,0.0,5.0
train:126770,nxcode,lc,29.0,307.0,310.0,9.0,9.0,2.0,3.0,3.0,19.0
train:175528,codellama,lc,6.0,55.0,46.0,7.0,2.0,1.0,0.0,0.0,5.0
train:91430,gpt,cf,46.0,319.0,308.0,10.0,7.0,2.0,3.0,3.0,28.0
train:70440,human,cf,15.0,80.0,61.0,10.0,3.0,0.0,1.0,1.0,8.0
train:167238,codellama,lc,20.0,139.0,136.0,8.0,4.0,1.0,1.0,2.0,9.0
train:160479,llama3.1,lc,6.0,41.0,40.0,6.0,2.0,1.0,1.0,0.0,0.0
train:155809,qwen1.5,lc,4.0,39.0,35.0,5.0,1.0,0.0,0.0,0.0,2.0
train:170052,codellama,lc,11.0,83.0,72.0,9.0,3.0,1.0,2.0,0.0,4.0
train:137609,llama3.1,lc,15.0,97.0,86.0,10.0,4.0,1.0,1.0,2.0,6.0
train:18158,human,gh,13.0,95.0,67.0,9.0,6.0,1.0,1.0,2.0,4.0
train:12855,human,gh,5.0,47.0,49.0,7.0,1.0,1.0,0.0,0.0,1.0
train:108060,qwen1.5,gh,6.0,53.0,41.0,11.0,2.0,1.0,0.0,1.0,2.0
train:87299,human,cf,45.0,273.0,276.0,13.0,8.0,0.0,1.0,4.0,15.0
train:124427,nxcode,lc,7.0,68.0,55.0,10.0,3.0,1.0,2.0,0.0,6.0
train:21187,human,gh,9.0,50.0,33.0,8.0,3.0,1.0,0.0,0.0,2.0
train:159954,llama3.1,lc,9.0,100.0,102.0,10.0,7.0,1.0,1.0,2.0,2.0
train:81928,human,cf,25.0,102.0,80.0,9.0,5.0,0.0,2.0,1.0,10.0
train:69217,human,cf,19.0,79.0,70.0,6.0,3.0,0.0,1.0,1.0,5.0
train:31833,human,gh,8.0,51.0,36.0,7.0,1.0,1.0,0.0,0.0,2.0
train:110333,codellama,gh,3.0,27.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0
train:69342,human,cf,46.0,277.0,270.0,11.0,12.0,0.0,4.0,5.0,15.0
train:32366,human,gh,8.0,64.0,50.0,8.0,3.0,1.0,0.0,0.0,1.0
train:62773,human,cf,87.0,334.0,266.0,9.0,9.0,0.0,4.0,3.0,25.0
train:107077,nxcode,gh,22.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:61664,human,cf,38.0,145.0,127.0,10.0,2.0,1.0,1.0,0.0,9.0
train:113578,gpt,gh,3.0,16.0,9.0,5.0,1.0,1.0,0.0,0.0,0.0
train:16429,human,gh,6.0,60.0,57.0,8.0,2.0,1.0,0.0,1.0,4.0
train:4709,human,gh,3.0,32.0,24.0,7.0,1.0,1.0,0.0,0.0,2.0
train:157477,qwen1.5,lc,14.0,78.0,72.0,6.0,3.0,1.0,1.0,1.0,6.0
train:125479,nxcode,lc,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:131346,nxcode,lc,11.0,56.0,43.0,9.0,2.0,1.0,0.0,1.0,4.0
train:143071,llama3.1,lc,33.0,450.0,461.0,13.0,16.0,2.0,7.0,5.0,19.0
train:37954,human,gh,16.0,144.0,122.0,10.0,4.0,1.0,1.0,2.0,7.0
train:169591,codellama,lc,13.0,119.0,99.0,8.0,3.0,3.0,2.0,0.0,7.0
train:140779,llama3.1,lc,8.0,94.0,88.0,8.0,3.0,1.0,0.0,0.0,5.0
train:79422,human,cf,19.0,229.0,226.0,11.0,6.0,1.0,3.0,2.0,20.0
train:8050,human,gh,7.0,46.0,36.0,8.0,2.0,1.0,0.0,1.0,3.0
train:28056,human,gh,20.0,142.0,118.0,7.0,2.0,1.0,0.0,1.0,8.0
train:7865,human,gh,37.0,140.0,65.0,7.0,1.0,1.0,0.0,0.0,3.0
train:50487,human,gh,11.0,90.0,74.0,8.0,3.0,1.0,2.0,0.0,5.0
train:146654,codellama,lc,5.0,62.0,43.0,10.0,1.0,0.0,0.0,0.0,4.0
train:10649,human,gh,47.0,388.0,344.0,14.0,18.0,2.0,5.0,11.0,17.0
train:53674,human,gh,6.0,38.0,28.0,6.0,2.0,1.0,0.0,1.0,1.0
train:57876,human,cf,201.0,989.0,798.0,11.0,12.0,10.0,5.0,5.0,65.0
train:107602,gpt,gh,19.0,71.0,41.0,7.0,1.0,1.0,0.0,0.0,2.0
train:158268,qwen1.5,lc,3.0,40.0,40.0,8.0,1.0,1.0,0.0,0.0,3.0
train:152567,qwen1.5,lc,7.0,45.0,35.0,7.0,3.0,1.0,1.0,1.0,2.0
train:50866,human,gh,10.0,72.0,50.0,6.0,4.0,1.0,1.0,2.0,4.0
train:40911,human,gh,4.0,38.0,25.0,6.0,1.0,1.0,0.0,0.0,2.0
train:101250,nxcode,gh,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:167930,codellama,lc,2.0,26.0,18.0,6.0,1.0,1.0,0.0,0.0,1.0
train:107502,nxcode,gh,8.0,31.0,15.0,5.0,1.0,1.0,0.0,0.0,0.0
train:148751,qwen1.5,lc,16.0,124.0,121.0,10.0,3.0,1.0,1.0,1.0,2.0
train:129580,nxcode,lc,6.0,39.0,45.0,9.0,2.0,1.0,1.0,0.0,4.0
train:98337,gpt,gh,5.0,30.0,16.0,5.0,1.0,1.0,0.0,0.0,1.0
train:106592,nxcode,gh,11.0,38.0,13.0,4.0,2.0,1.0,0.0,1.0,0.0
train:68394,human,cf,23.0,145.0,127.0,10.0,5.0,0.0,2.0,1.0,12.0
train:120439,nxcode,lc,3.0,21.0,17.0,5.0,1.0,1.0,0.0,0.0,0.0
train:70801,human,cf,9.0,65.0,64.0,9.0,2.0,0.0,1.0,0.0,6.0
train:167410,codellama,lc,5.0,55.0,61.0,8.0,1.0,1.0,0.0,0.0,2.0
train:89837,codellama,cf,30.0,209.0,203.0,11.0,7.0,0.0,3.0,2.0,16.0
train:72533,human,cf,15.0,84.0,80.0,9.0,3.0,0.0,1.0,0.0,9.0
train:151314,qwen1.5,lc,35.0,450.0,462.0,12.0,11.0,3.0,6.0,2.0,18.0
train:38277,human,gh,7.0,56.0,54.0,7.0,3.0,1.0,0.0,1.0,2.0
train:149680,qwen1.5,lc,6.0,37.0,29.0,6.0,3.0,1.0,1.0,1.0,0.0
train:138749,llama3.1,lc,9.0,75.0,58.0,9.0,3.0,1.0,0.0,2.0,4.0
train:112087,gpt,gh,6.0,42.0,36.0,8.0,2.0,1.0,0.0,1.0,2.0
train:91132,codellama,cf,26.0,119.0,98.0,8.0,4.0,1.0,1.0,2.0,5.0
train:169529,codellama,lc,12.0,130.0,128.0,9.0,5.0,0.0,2.0,1.0,18.0
train:48979,human,gh,35.0,210.0,171.0,9.0,10.0,1.0,0.0,6.0,16.0
train:11713,human,gh,6.0,47.0,38.0,9.0,2.0,1.0,0.0,0.0,3.0
train:62591,human,cf,39.0,189.0,169.0,9.0,8.0,0.0,2.0,3.0,14.0
train:12978,human,gh,10.0,82.0,77.0,10.0,3.0,1.0,1.0,0.0,6.0
train:143955,llama3.1,lc,6.0,42.0,42.0,6.0,2.0,1.0,1.0,0.0,1.0
train:79672,human,cf,13.0,77.0,70.0,8.0,4.0,0.0,1.0,1.0,8.0
train:106803,llama3.1,gh,9.0,63.0,57.0,8.0,4.0,1.0,1.0,1.0,2.0
train:112387,qwen1.5,gh,22.0,112.0,83.0,9.0,2.0,2.0,0.0,1.0,0.0
train:84891,human,cf,28.0,103.0,86.0,9.0,3.0,0.0,2.0,0.0,10.0
train:145076,llama3.1,lc,9.0,54.0,50.0,7.0,1.0,0.0,0.0,0.0,6.0
train:22,human,gh,4.0,33.0,18.0,5.0,1.0,1.0,0.0,0.0,0.0
train:67348,human,cf,822.0,3052.0,2425.0,12.0,49.0,28.0,13.0,25.0,114.0
train:35672,human,gh,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:162407,qwen1.5,lc,9.0,84.0,61.0,7.0,3.0,1.0,1.0,1.0,2.0
train:143814,llama3.1,lc,30.0,208.0,154.0,10.0,3.0,6.0,0.0,2.0,12.0
train:59236,human,cf,119.0,310.0,185.0,9.0,11.0,1.0,2.0,8.0,9.0
train:100891,llama3.1,gh,16.0,70.0,40.0,7.0,2.0,1.0,0.0,1.0,0.0
train:51878,human,gh,13.0,103.0,103.0,7.0,2.0,1.0,0.0,1.0,6.0
train:153690,qwen1.5,lc,5.0,52.0,52.0,8.0,3.0,1.0,0.0,0.0,4.0
train:36428,human,gh,6.0,47.0,36.0,8.0,3.0,1.0,0.0,1.0,0.0
train:2375,human,gh,8.0,47.0,34.0,7.0,2.0,1.0,0.0,1.0,3.0
train:58444,human,cf,109.0,449.0,366.0,12.0,12.0,1.0,6.0,4.0,32.0
train:125302,nxcode,lc,5.0,34.0,27.0,6.0,2.0,1.0,1.0,0.0,2.0
train:35095,human,gh,3.0,33.0,21.0,6.0,1.0,1.0,0.0,0.0,1.0
train:90282,gpt,cf,49.0,390.0,407.0,10.0,10.0,1.0,4.0,2.0,24.0
train:41977,human,gh,9.0,68.0,63.0,7.0,2.0,1.0,0.0,1.0,2.0
train:29061,human,gh,12.0,87.0,71.0,11.0,3.0,1.0,1.0,1.0,4.0
train:44070,human,gh,13.0,145.0,120.0,11.0,4.0,2.0,0.0,3.0,5.0
train:23333,human,gh,11.0,82.0,76.0,7.0,1.0,1.0,0.0,0.0,4.0
train:144917,llama3.1,lc,10.0,83.0,64.0,6.0,1.0,1.0,0.0,0.0,5.0
train:62109,human,cf,32.0,298.0,337.0,9.0,3.0,0.0,2.0,0.0,28.0
train:81359,human,cf,35.0,187.0,172.0,8.0,7.0,0.0,2.0,2.0,16.0
train:60938,human,cf,7.0,84.0,76.0,9.0,3.0,0.0,1.0,1.0,11.0
train:74094,human,cf,117.0,380.0,288.0,12.0,11.0,1.0,4.0,6.0,17.0
train:77545,human,cf,27.0,149.0,123.0,9.0,6.0,0.0,2.0,2.0,14.0
train:103804,llama3.1,gh,16.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:136961,llama3.1,lc,10.0,124.0,130.0,10.0,5.0,1.0,2.0,1.0,8.0
train:16201,human,gh,19.0,174.0,139.0,9.0,2.0,1.0,0.0,1.0,10.0
train:154940,qwen1.5,lc,8.0,71.0,62.0,7.0,4.0,0.0,3.0,0.0,8.0
train:52126,human,gh,18.0,88.0,60.0,9.0,3.0,1.0,0.0,1.0,5.0
train:27345,human,gh,5.0,36.0,24.0,7.0,3.0,1.0,1.0,1.0,0.0
train:67204,human,cf,25.0,151.0,138.0,9.0,2.0,1.0,0.0,1.0,14.0
train:109241,llama3.1,gh,20.0,78.0,60.0,8.0,2.0,1.0,1.0,0.0,4.0
train:141201,llama3.1,lc,20.0,147.0,125.0,8.0,4.0,3.0,0.0,3.0,3.0
train:51070,human,gh,5.0,85.0,78.0,10.0,1.0,1.0,0.0,0.0,5.0
train:82530,human,cf,30.0,123.0,110.0,7.0,3.0,0.0,2.0,0.0,10.0
train:49618,human,gh,12.0,68.0,49.0,7.0,3.0,1.0,0.0,2.0,6.0
train:142252,llama3.1,lc,6.0,66.0,56.0,9.0,3.0,2.0,0.0,0.0,6.0
train:151261,qwen1.5,lc,2.0,23.0,17.0,8.0,1.0,1.0,0.0,0.0,2.0
train:158583,qwen1.5,lc,11.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:26259,human,gh,13.0,120.0,92.0,10.0,3.0,1.0,0.0,2.0,9.0
train:46899,human,gh,7.0,60.0,46.0,8.0,3.0,1.0,1.0,1.0,3.0
train:96620,gpt,gh,3.0,23.0,14.0,6.0,1.0,1.0,0.0,0.0,1.0
train:172231,codellama,lc,8.0,51.0,47.0,7.0,2.0,1.0,1.0,0.0,0.0
train:41465,human,gh,9.0,83.0,70.0,8.0,4.0,1.0,2.0,1.0,5.0
train:60291,human,cf,8.0,77.0,73.0,9.0,4.0,0.0,1.0,1.0,9.0
train:8160,human,gh,5.0,36.0,28.0,7.0,1.0,1.0,0.0,0.0,3.0
train:6095,human,gh,12.0,98.0,89.0,8.0,3.0,1.0,0.0,1.0,3.0
train:168621,codellama,lc,9.0,59.0,48.0,8.0,3.0,1.0,1.0,1.0,2.0
train:37639,human,gh,86.0,1008.0,1072.0,17.0,8.0,1.0,3.0,4.0,53.0
train:1108,human,gh,51.0,451.0,388.0,10.0,15.0,1.0,0.0,13.0,24.0
train:50001,human,gh,24.0,148.0,126.0,7.0,2.0,1.0,0.0,1.0,13.0
train:152958,qwen1.5,lc,17.0,158.0,174.0,9.0,6.0,1.0,3.0,2.0,2.0
train:17144,human,gh,56.0,289.0,211.0,9.0,6.0,1.0,0.0,4.0,11.0
train:41402,human,gh,17.0,100.0,74.0,9.0,3.0,2.0,0.0,0.0,5.0
train:124902,nxcode,lc,46.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:118594,nxcode,lc,9.0,86.0,103.0,9.0,1.0,1.0,0.0,0.0,4.0
train:153934,qwen1.5,lc,25.0,162.0,124.0,8.0,1.0,4.0,0.0,0.0,12.0
train:15380,human,gh,48.0,422.0,343.0,12.0,12.0,1.0,2.0,4.0,29.0
train:46410,human,gh,5.0,41.0,32.0,7.0,2.0,1.0,0.0,1.0,2.0
train:144416,llama3.1,lc,8.0,37.0,31.0,5.0,1.0,0.0,0.0,0.0,2.0
train:134809,llama3.1,lc,6.0,73.0,55.0,8.0,1.0,1.0,0.0,0.0,3.0
train:98490,codellama,gh,7.0,41.0,29.0,6.0,1.0,2.0,0.0,0.0,1.0
train:100519,llama3.1,gh,8.0,65.0,54.0,12.0,2.0,2.0,1.0,0.0,4.0
train:136182,llama3.1,lc,16.0,139.0,117.0,9.0,2.0,3.0,0.0,1.0,4.0
train:85633,human,cf,130.0,427.0,305.0,10.0,12.0,3.0,3.0,8.0,23.0
train:39521,human,gh,4.0,36.0,32.0,9.0,2.0,1.0,0.0,0.0,2.0
train:170796,codellama,lc,2.0,26.0,17.0,9.0,1.0,1.0,0.0,0.0,3.0
train:92879,codellama,cf,165.0,332.0,174.0,10.0,8.0,1.0,4.0,2.0,10.0
train:142044,llama3.1,lc,19.0,157.0,145.0,9.0,5.0,3.0,2.0,1.0,8.0
train:124305,nxcode,lc,19.0,102.0,82.0,9.0,7.0,1.0,1.0,2.0,2.0
train:113664,codellama,gh,3.0,25.0,16.0,6.0,1.0,1.0,0.0,0.0,1.0
train:144689,llama3.1,lc,7.0,74.0,67.0,9.0,1.0,1.0,0.0,0.0,5.0
train:119984,nxcode,lc,7.0,47.0,34.0,7.0,2.0,1.0,1.0,0.0,3.0
train:165642,codellama,lc,18.0,135.0,123.0,8.0,6.0,1.0,3.0,2.0,7.0
train:7284,human,gh,10.0,79.0,64.0,8.0,5.0,1.0,2.0,1.0,4.0
train:46842,human,gh,40.0,401.0,368.0,14.0,14.0,1.0,3.0,6.0,29.0
train:28785,human,gh,11.0,68.0,59.0,7.0,3.0,1.0,1.0,1.0,4.0
train:4560,human,gh,9.0,89.0,82.0,7.0,2.0,1.0,0.0,0.0,5.0
train:32196,human,gh,5.0,33.0,26.0,7.0,1.0,1.0,0.0,0.0,1.0
train:86518,human,cf,22.0,212.0,201.0,9.0,7.0,1.0,3.0,3.0,15.0
train:167681,codellama,lc,5.0,29.0,22.0,5.0,2.0,1.0,1.0,0.0,0.0
train:45236,human,gh,5.0,36.0,28.0,6.0,1.0,1.0,0.0,0.0,3.0
train:7277,human,gh,7.0,50.0,43.0,6.0,2.0,1.0,1.0,0.0,1.0
train:49078,human,gh,19.0,168.0,145.0,11.0,8.0,1.0,2.0,2.0,11.0
train:66424,human,cf,211.0,1027.0,864.0,11.0,16.0,6.0,6.0,7.0,55.0
train:34318,human,gh,13.0,108.0,94.0,8.0,3.0,1.0,0.0,1.0,8.0
train:110241,qwen1.5,gh,4.0,43.0,35.0,6.0,1.0,1.0,0.0,0.0,1.0
train:153084,qwen1.5,lc,2.0,17.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0
train:173663,codellama,lc,7.0,51.0,35.0,7.0,1.0,2.0,0.0,0.0,0.0
train:141872,llama3.1,lc,2.0,26.0,22.0,8.0,2.0,1.0,0.0,0.0,3.0
train:91684,gpt,cf,33.0,228.0,200.0,10.0,5.0,1.0,3.0,1.0,22.0
train:89351,gpt,cf,37.0,248.0,224.0,10.0,6.0,1.0,3.0,2.0,15.0
train:20066,human,gh,19.0,105.0,89.0,9.0,8.0,1.0,2.0,4.0,1.0
train:46308,human,gh,8.0,65.0,46.0,9.0,3.0,1.0,0.0,0.0,4.0
train:172615,codellama,lc,8.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:92835,codellama,cf,21.0,90.0,69.0,8.0,5.0,1.0,1.0,2.0,3.0
train:77698,human,cf,54.0,331.0,312.0,10.0,10.0,0.0,4.0,4.0,23.0
train:149336,qwen1.5,lc,6.0,53.0,44.0,6.0,1.0,1.0,0.0,0.0,2.0
train:26879,human,gh,183.0,1357.0,1107.0,15.0,81.0,1.0,6.0,60.0,59.0
train:109462,nxcode,gh,20.0,70.0,42.0,9.0,3.0,1.0,0.0,2.0,3.0
train:17683,human,gh,23.0,167.0,144.0,11.0,7.0,1.0,3.0,1.0,14.0
train:114013,codellama,gh,3.0,28.0,13.0,3.0,1.0,1.0,0.0,0.0,0.0
train:1472,human,gh,12.0,81.0,60.0,8.0,3.0,1.0,0.0,1.0,4.0
train:165721,codellama,lc,2.0,21.0,17.0,7.0,1.0,1.0,0.0,0.0,0.0
train:79188,human,cf,29.0,198.0,177.0,9.0,6.0,0.0,3.0,2.0,17.0
train:115247,qwen1.5,gh,9.0,51.0,38.0,7.0,3.0,1.0,1.0,1.0,2.0
train:12339,human,gh,17.0,131.0,108.0,9.0,6.0,1.0,0.0,4.0,11.0
train:125018,nxcode,lc,26.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:76655,human,cf,542.0,2015.0,1429.0,11.0,23.0,30.0,8.0,13.0,93.0
train:131188,nxcode,lc,13.0,96.0,92.0,7.0,4.0,1.0,1.0,2.0,2.0
train:38150,human,gh,15.0,118.0,101.0,9.0,5.0,1.0,1.0,2.0,5.0
train:20326,human,gh,36.0,254.0,217.0,12.0,11.0,1.0,1.0,7.0,14.0
train:150890,qwen1.5,lc,6.0,29.0,22.0,5.0,1.0,0.0,0.0,0.0,2.0
train:41894,human,gh,5.0,57.0,51.0,11.0,2.0,1.0,0.0,0.0,3.0
train:57920,human,cf,79.0,422.0,371.0,9.0,12.0,1.0,6.0,5.0,26.0
train:77464,human,cf,27.0,118.0,105.0,8.0,4.0,0.0,2.0,1.0,7.0
train:3971,human,gh,16.0,126.0,108.0,7.0,3.0,1.0,0.0,1.0,6.0
train:111408,llama3.1,gh,18.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train:136261,llama3.1,lc,6.0,47.0,39.0,6.0,1.0,1.0,0.0,0.0,5.0
train:110527,qwen1.5,gh,4.0,18.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0
train:25705,human,gh,11.0,90.0,80.0,9.0,3.0,1.0,1.0,1.0,1.0
train:58716,human,cf,137.0,506.0,456.0,10.0,12.0,1.0,5.0,6.0,14.0
train:148523,qwen1.5,lc,4.0,46.0,43.0,8.0,4.0,1.0,1.0,1.0,1.0
train:33,human,gh,7.0,50.0,52.0,9.0,1.0,1.0,0.0,0.0,3.0
train:59594,human,cf,72.0,263.0,241.0,11.0,10.0,0.0,3.0,5.0,11.0
