sample_row_id,code_sha1,dataset_split,split_index,language,model,source,target,char_count,loc,token_count,ast_max_depth,cyclomatic_complexity
train:148751,d5083e6a367f3e10596e582a8420024a87977b79,train,148751,python,qwen1.5,lc,ai,486.0,16.0,124.0,10.0,3.0
train:129580,b8a1689797cef141f6c35b3aaa8c29db02e0f7e2,train,129580,python,nxcode,lc,ai,206.0,6.0,39.0,9.0,2.0
train:98337,5a1992926b758d3f5f53416b420318b69047b971,train,98337,python,gpt,gh,ai,120.0,5.0,30.0,5.0,1.0
train:106592,d4e2355384cb38bc38d690b45a7bcefa8a0effbd,train,106592,python,nxcode,gh,ai,157.0,11.0,38.0,4.0,2.0
train:68394,b6659c5a4a26326881093bf13f9c77211794e26b,train,68394,python,human,cf,human,341.0,23.0,145.0,10.0,5.0
train:120439,bdb2ca5d31cb82398bdb50a7217e539384159c9f,train,120439,python,nxcode,lc,ai,59.0,3.0,21.0,5.0,1.0
train:70801,821d7b464947d512b8c83fd5080cd7819b1a1621,train,70801,python,human,cf,human,149.0,9.0,65.0,9.0,2.0
train:167410,e4864a2145658a2cc068fecee69a94b99fe3e238,train,167410,python,codellama,lc,ai,199.0,5.0,55.0,8.0,1.0
train:89837,ab4defa7cc3635a8a5afc977367b9920f143af7e,train,89837,python,codellama,cf,ai,596.0,30.0,209.0,11.0,7.0
train:72533,07ba9ca6bfc135df4a449c2e4d5cdcf4a888135a,train,72533,python,human,cf,human,153.0,15.0,84.0,9.0,3.0
train:151314,8dc593d14e84254f8cd04b25b337886cb5775d70,train,151314,python,qwen1.5,lc,ai,1416.0,35.0,450.0,12.0,11.0
train:38277,44fa40850afa1400bfe0de7df683f374f2215139,train,38277,python,human,gh,human,301.0,7.0,56.0,7.0,3.0
train:149680,836e58d75f6b901a84f09fcfb03b9a468e97806f,train,149680,python,qwen1.5,lc,ai,140.0,6.0,37.0,6.0,3.0
train:138749,7f65a66d39d603e12621891d8fc0eb54dd648804,train,138749,python,llama3.1,lc,ai,227.0,9.0,75.0,9.0,3.0
train:112087,9542d45f3988a7c7d6408ea4d94740a3b507e97d,train,112087,python,gpt,gh,ai,169.0,6.0,42.0,8.0,2.0
train:91132,6cb60b2927d5beb2cacdaf68e04df5a1abb876a3,train,91132,python,codellama,cf,ai,385.0,26.0,119.0,8.0,4.0
train:169529,fee273c8852218c15d92912d76ba8e3a0d9c3669,train,169529,python,codellama,lc,ai,329.0,12.0,130.0,9.0,5.0
train:48979,9e304b70cda90d8daa09b7d621d950c463067db1,train,48979,python,human,gh,human,939.0,35.0,210.0,9.0,10.0
train:11713,714fd4e7b14d7f023b98399a0d1a3b4fae91e8e5,train,11713,python,human,gh,human,144.0,6.0,47.0,9.0,2.0
train:62591,1ca9978bb621db3306f89f8fd734291412bd9675,train,62591,python,human,cf,human,500.0,39.0,189.0,9.0,8.0
train:12978,d82b4ddc01ac364000bf82744ff8fb51d4c4d4ae,train,12978,python,human,gh,human,294.0,10.0,82.0,10.0,3.0
train:143955,8e0f1acd811427f7cecf30f2fe60f086bf3df3d7,train,143955,python,llama3.1,lc,ai,126.0,6.0,42.0,6.0,2.0
train:79672,d6663db675ad18b82637cd91933efd2b3d29f979,train,79672,python,human,cf,human,151.0,13.0,77.0,8.0,4.0
train:106803,1aacd1c47421b05f10248992bba02c41a855c0af,train,106803,python,llama3.1,gh,ai,211.0,9.0,63.0,8.0,4.0
train:112387,8a9655ad8013f94db04ac6b97f2fd8b24654e897,train,112387,python,qwen1.5,gh,ai,557.0,22.0,112.0,9.0,2.0
train:84891,007685939e1cb115be35162861fe698936d2390b,train,84891,python,human,cf,human,277.0,28.0,103.0,9.0,3.0
train:145076,a9b6f33010491aa3609e9b35e1b231933e7ef2ff,train,145076,python,llama3.1,lc,ai,156.0,9.0,54.0,7.0,1.0
train:22,b65061057bcc11a60865f9f4a031c610eef8b2be,train,22,python,human,gh,human,160.0,4.0,33.0,5.0,1.0
train:67348,a00878a5018d5514c2983886a04090a31e592b03,train,67348,python,human,cf,human,9695.0,822.0,3052.0,12.0,49.0
train:35672,70f0d88c29212f4d46ec05165670365de9e0383f,train,35672,python,human,gh,human,608.0,20.0,0.0,0.0,0.0
train:162407,eec9d5d64e58d06dd286f913b9d86be9841e65f4,train,162407,python,qwen1.5,lc,ai,356.0,9.0,84.0,7.0,3.0
train:143814,71d3c8d3fd80e85c914dfe22a9756afd6f528fa4,train,143814,python,llama3.1,lc,ai,621.0,30.0,208.0,10.0,3.0
train:59236,035f0a2c998ce646a1f614e708687bad108d42c2,train,59236,python,human,cf,human,1256.0,119.0,310.0,9.0,11.0
train:100891,5486849d88ada8a5ae5c5fa294c6395e16458e24,train,100891,python,llama3.1,gh,ai,377.0,16.0,70.0,7.0,2.0
train:51878,9880f6d36aaed34537025bd7d0d0a43201fa3ed0,train,51878,python,human,gh,human,505.0,13.0,103.0,7.0,2.0
train:153690,2e24cba66dc4fec9c6d9c45bb08955f61adeaf51,train,153690,python,qwen1.5,lc,ai,208.0,5.0,52.0,8.0,3.0
train:36428,7b0b68b42b4cf0d41f07231f36c67f6f86c249dc,train,36428,python,human,gh,human,210.0,6.0,47.0,8.0,3.0
train:2375,2b3dc982547562d3ff89b17bab36bc9d0947961d,train,2375,python,human,gh,human,215.0,8.0,47.0,7.0,2.0
train:58444,fe6acf6b1d550f799cf0584511c2e404cc781ba2,train,58444,python,human,cf,human,1259.0,109.0,449.0,12.0,12.0
train:125302,9c0511ba4ce674c637fc51779d55797fd42d6ceb,train,125302,python,nxcode,lc,ai,101.0,5.0,34.0,6.0,2.0
train:35095,58a5c0e46682374e088829a471d27e28dee359f4,train,35095,python,human,gh,human,121.0,3.0,33.0,6.0,1.0
train:90282,baa233e48f72444558c7b3f00d0657303bb69148,train,90282,python,gpt,cf,ai,1216.0,49.0,390.0,10.0,10.0
train:41977,d8a4fa92f9767dd289d081603eb3c700a1a6bb9a,train,41977,python,human,gh,human,330.0,9.0,68.0,7.0,2.0
train:29061,2bd5fce6de8051858e7435309d3684cc1e5cbd3d,train,29061,python,human,gh,human,417.0,12.0,87.0,11.0,3.0
train:44070,dc979cf3b2b1c4509f0484d8dc799ade79653b2a,train,44070,python,human,gh,human,595.0,13.0,145.0,11.0,4.0
train:23333,b66f8a6a00d4e583cbfef31f89124eef29620589,train,23333,python,human,gh,human,374.0,11.0,82.0,7.0,1.0
train:144917,749bdddddc3c946ada696f68e3530a6c26205974,train,144917,python,llama3.1,lc,ai,197.0,10.0,83.0,6.0,1.0
train:62109,203a89e9b50f186bb0757ea322f55e02cb367cde,train,62109,python,human,cf,human,499.0,32.0,298.0,9.0,3.0
train:81359,c2877b4881ae18fa86b54a423d54592e8291040b,train,81359,python,human,cf,human,364.0,35.0,187.0,8.0,7.0
train:60938,d20f2e61811fd686fbd5d62c63351ec449aa3c67,train,60938,python,human,cf,human,170.0,7.0,84.0,9.0,3.0
train:74094,65aef3bd1dc52ab88a66a7ec480229121e4a1821,train,74094,python,human,cf,human,1171.0,117.0,380.0,12.0,11.0
train:77545,dcf9e0348c6fc7013188b2ea553fc6130c599015,train,77545,python,human,cf,human,324.0,27.0,149.0,9.0,6.0
train:103804,bbd52cbeebb3a9fa2a94530136b81c8113ce0bf9,train,103804,python,llama3.1,gh,ai,403.0,16.0,107.0,0.0,0.0
train:136961,401dccb8bdec246a0d5b000abbf67d096fa881d9,train,136961,python,llama3.1,lc,ai,362.0,10.0,124.0,10.0,5.0
train:16201,8c2d567e7f851f79df6a3d7eb42329aad8947140,train,16201,python,human,gh,human,585.0,19.0,174.0,9.0,2.0
train:154940,4b95c81dac2ecce870e2b2eb8e5c9f93a675158b,train,154940,python,qwen1.5,lc,ai,192.0,8.0,71.0,7.0,4.0
train:52126,20651cb37a728931d1d1925ecf0df3249c67ad04,train,52126,python,human,gh,human,518.0,18.0,88.0,9.0,3.0
train:27345,dcee9b72f86ba0eeafb90c686445b79f951721fd,train,27345,python,human,gh,human,111.0,5.0,36.0,7.0,3.0
train:67204,4efb681fd3b01db8d8495561f48381e5a2a97002,train,67204,python,human,cf,human,281.0,25.0,151.0,9.0,2.0
train:109241,595d75fc001dcb955308674f6a3e56ecadb17fde,train,109241,python,llama3.1,gh,ai,424.0,20.0,78.0,8.0,2.0
train:141201,890ba9afa4f4959e6eb04db66c3956b57b50135f,train,141201,python,llama3.1,lc,ai,570.0,20.0,147.0,8.0,4.0
train:51070,808c54aa0dadba309a40d84ff688628e4f3249e6,train,51070,python,human,gh,human,228.0,5.0,85.0,10.0,1.0
train:82530,58edeee3df10c32efc879c0e4239bbb2637552de,train,82530,python,human,cf,human,226.0,30.0,123.0,7.0,3.0
train:49618,99be7b5341fe23c03e75daf25bc0feb65adae93b,train,49618,python,human,gh,human,313.0,12.0,68.0,7.0,3.0
train:142252,c116041bd5047b63165693ebecea6e634ff855e7,train,142252,python,llama3.1,lc,ai,172.0,6.0,66.0,9.0,3.0
train:151261,38dcc9ac7aa939e736191b093d3affa0a465c02e,train,151261,python,qwen1.5,lc,ai,55.0,2.0,23.0,8.0,1.0
train:158583,289e5eb74c3bbf137a7316270ab97724cd11b6a8,train,158583,python,qwen1.5,lc,ai,344.0,11.0,71.0,0.0,0.0
train:26259,7585185b94a483d5bd3541f4819965599807e675,train,26259,python,human,gh,human,435.0,13.0,120.0,10.0,3.0
train:46899,0808e63d41a9a5706d8d6b553e71c44187edb590,train,46899,python,human,gh,human,244.0,7.0,60.0,8.0,3.0
train:96620,db3f6b6f9c1f7e17bc426379df98c5987291289e,train,96620,python,gpt,gh,ai,107.0,3.0,23.0,6.0,1.0
train:172231,3c036b34993767afa1b41250c83e61b563378955,train,172231,python,codellama,lc,ai,207.0,8.0,51.0,7.0,2.0
train:41465,20a2f10abbbe76b238a7c3e98199243fb642aaff,train,41465,python,human,gh,human,302.0,9.0,83.0,8.0,4.0
train:60291,d610c541e9c63b5e0b9d269c79b423fc35204050,train,60291,python,human,cf,human,169.0,8.0,77.0,9.0,4.0
train:8160,dbdbab3b88c79ae09b9c2513e067f0829df36b24,train,8160,python,human,gh,human,177.0,5.0,36.0,7.0,1.0
train:6095,6f26feeda7757cc606533dd920204d7581b59972,train,6095,python,human,gh,human,471.0,12.0,98.0,8.0,3.0
train:168621,58c368f674ec82e90125497a8b442bc5e21f1d11,train,168621,python,codellama,lc,ai,158.0,9.0,59.0,8.0,3.0
train:37639,1e556f61f3cd442a837e6347214d452bac5a16d2,train,37639,python,human,gh,human,3945.0,86.0,1008.0,17.0,8.0
train:1108,74f35d99680a39f19812415e920eb3c2315c736c,train,1108,python,human,gh,human,1580.0,51.0,451.0,10.0,15.0
train:50001,82849205b04b4760d94a1aaf1677529252340dd0,train,50001,python,human,gh,human,1290.0,24.0,148.0,7.0,2.0
train:152958,f4e98eb3afeaf889111973ca744508c51cc5052b,train,152958,python,qwen1.5,lc,ai,612.0,17.0,158.0,9.0,6.0
train:17144,740b55b241d4bed33b7e0f82bf8b25ee3acaa0af,train,17144,python,human,gh,human,2187.0,56.0,289.0,9.0,6.0
train:41402,d1c119716f75a4e99f7c07ad15a5dfcbab971f0a,train,41402,python,human,gh,human,623.0,17.0,100.0,9.0,3.0
train:124902,73b81cbedeb8543036f342e29de4a3d39dc01fd9,train,124902,python,nxcode,lc,ai,815.0,46.0,251.0,0.0,0.0
train:118594,7b6b7953ebcb833fb11008b426d7c7d459698985,train,118594,python,nxcode,lc,ai,383.0,9.0,86.0,9.0,1.0
train:153934,4197a3b8d4992edb21cb7dcc1c484a0790715d58,train,153934,python,qwen1.5,lc,ai,609.0,25.0,162.0,8.0,1.0
train:15380,8471d4b508c987c46985cfbde761aca0b3675251,train,15380,python,human,gh,human,2084.0,48.0,422.0,12.0,12.0
train:46410,d2ba05d4ecbb328f3e75e2cc2f1197307e64259a,train,46410,python,human,gh,human,145.0,5.0,41.0,7.0,2.0
train:144416,f40d3f2bd081004a4cb42f0f216607d152bb1dc4,train,144416,python,llama3.1,lc,ai,149.0,8.0,37.0,5.0,1.0
train:134809,9828af2f57b1acbd6e51de26c626f78710088c0f,train,134809,python,llama3.1,lc,ai,174.0,6.0,73.0,8.0,1.0
train:98490,df89fbd5e9663f1f4bebeb774b12c705513baa8e,train,98490,python,codellama,gh,ai,163.0,7.0,41.0,6.0,1.0
train:100519,237682a72d4dc04368c0cfd48ee7adabf234f2ce,train,100519,python,llama3.1,gh,ai,221.0,8.0,65.0,12.0,2.0
train:136182,74f1e0e9b9269e685afa8202cfd5ba53483ffcd2,train,136182,python,llama3.1,lc,ai,516.0,16.0,139.0,9.0,2.0
train:85633,7a6e259df55e26526960b1b630eae22b8e885895,train,85633,python,human,cf,human,1124.0,130.0,427.0,10.0,12.0
train:39521,3b3f86b01a5c2df0898bcaa1a5563d38f6216d83,train,39521,python,human,gh,human,152.0,4.0,36.0,9.0,2.0
train:170796,56cc01e36a13a9203f83de55e36b83a301e7f36e,train,170796,python,codellama,lc,ai,64.0,2.0,26.0,9.0,1.0
train:92879,87bfe0efdeb9eb24f233a5a172ed4c3143ae179c,train,92879,python,codellama,cf,ai,739.0,165.0,332.0,10.0,8.0
train:142044,5665f6398539d232d7f4e083bb873ad9153b00c4,train,142044,python,llama3.1,lc,ai,579.0,19.0,157.0,9.0,5.0
train:124305,feb5901b3c90c2c87726b3f6d4caea7d76addd86,train,124305,python,nxcode,lc,ai,482.0,19.0,102.0,9.0,7.0
train:113664,3f25ca8e94f0cf8dd719f3305e76f86b1b8c77f1,train,113664,python,codellama,gh,ai,73.0,3.0,25.0,6.0,1.0
train:144689,0c0771f0bc695ea35dcd38fd6f991e7e9ffeebc1,train,144689,python,llama3.1,lc,ai,194.0,7.0,74.0,9.0,1.0
train:119984,13510e35b1a40daf327e36eb56f800b7b8fb8a79,train,119984,python,nxcode,lc,ai,172.0,7.0,47.0,7.0,2.0
train:165642,6080796c069d42007320a1e30eba0b7935db8e71,train,165642,python,codellama,lc,ai,614.0,18.0,135.0,8.0,6.0
train:7284,8a2b34c2960637bbbe2dff51971799a8f0f210d3,train,7284,python,human,gh,human,313.0,10.0,79.0,8.0,5.0
train:46842,d976ae97382059738fb1ee67771a3c67a275fa6c,train,46842,python,human,gh,human,1961.0,40.0,401.0,14.0,14.0
train:28785,cbae07c172a4b33799504182e70025f7c7004342,train,28785,python,human,gh,human,261.0,11.0,68.0,7.0,3.0
train:4560,b6b80a4b9b9213b26a06b1355f55260c685cbd58,train,4560,python,human,gh,human,401.0,9.0,89.0,7.0,2.0
train:32196,1892e4c74418ca68998002dcfc6bd9e613c7456d,train,32196,python,human,gh,human,146.0,5.0,33.0,7.0,1.0
train:86518,b93c6b3af9f5c0ed989ff8176b9e1255a9d50579,train,86518,python,human,cf,human,402.0,22.0,212.0,9.0,7.0
train:167681,b67d5c79efeb601311feac99b526dcf9bea65dc2,train,167681,python,codellama,lc,ai,90.0,5.0,29.0,5.0,2.0
train:45236,6cb60362b1c979ced2b047ce2374013871a9b664,train,45236,python,human,gh,human,147.0,5.0,36.0,6.0,1.0
train:7277,2b1e924bf86e369bba871799d55993c6d23f9867,train,7277,python,human,gh,human,261.0,7.0,50.0,6.0,2.0
train:49078,8451045fb854e7a8049e90268c89ea4e28762f3e,train,49078,python,human,gh,human,826.0,19.0,168.0,11.0,8.0
train:66424,3a50cab0778f46488ffd89bf4b6a5bb88442fc20,train,66424,python,human,cf,human,2831.0,211.0,1027.0,11.0,16.0
train:34318,9e9075f1224f66a16c0040e5e70e4d576d06aadf,train,34318,python,human,gh,human,514.0,13.0,108.0,8.0,3.0
train:110241,1f46f1022f29b16bca5aabfab7bf4a035588d68e,train,110241,python,qwen1.5,gh,ai,185.0,4.0,43.0,6.0,1.0
train:153084,cc8736576ba17c0fb9676f48068cad68b7326f1a,train,153084,python,qwen1.5,lc,ai,57.0,2.0,17.0,5.0,1.0
train:173663,cfcc2100a29a7077a25f72016c8bff727f01b874,train,173663,python,codellama,lc,ai,180.0,7.0,51.0,7.0,1.0
train:141872,0c88464702cca46fd9644d6f30ed05559c093854,train,141872,python,llama3.1,lc,ai,68.0,2.0,26.0,8.0,2.0
train:91684,612125a5bb13e93d85664f02878ebbc6ca47c6e6,train,91684,python,gpt,cf,ai,716.0,33.0,228.0,10.0,5.0
train:89351,7df2ecde97b23d3885f1fdea5d6d9f1ae1ab1add,train,89351,python,gpt,cf,ai,765.0,37.0,248.0,10.0,6.0
train:20066,3b0a4c9f2715ab1b0b7b7e31bbce58ab646b3d12,train,20066,python,human,gh,human,408.0,19.0,105.0,9.0,8.0
train:46308,faaf98932e17e68fdf5db3320e0fbf3e427becab,train,46308,python,human,gh,human,291.0,8.0,65.0,9.0,3.0
train:172615,6c9c93d12151fddd2cfcc9fe4e379d8e2e8b81e6,train,172615,python,codellama,lc,ai,277.0,8.0,79.0,0.0,0.0
train:92835,ace9696b2fbfd06e69aec3204411a5f8ceaeff3f,train,92835,python,codellama,cf,ai,259.0,21.0,90.0,8.0,5.0
train:77698,e1c6b4b42b8a2ff1b7b540bb253bf8dcc0c66791,train,77698,python,human,cf,human,706.0,54.0,331.0,10.0,10.0
train:149336,ac9bb6903b84053068d8ac2b448b46c1d500e269,train,149336,python,qwen1.5,lc,ai,235.0,6.0,53.0,6.0,1.0
train:26879,b1b1f8c4e7eff320ee49371e1f1d9617e390ae5a,train,26879,python,human,gh,human,7524.0,183.0,1357.0,15.0,81.0
train:109462,09a355bbd2bc04b17186114f5520f87500d95f7a,train,109462,python,nxcode,gh,ai,286.0,20.0,70.0,9.0,3.0
train:17683,e91c8917093e9d7cf84de640bdffbecfd53670b3,train,17683,python,human,gh,human,547.0,23.0,167.0,11.0,7.0
train:114013,99d5f62b49bed6352ce305696dc97422865e5be7,train,114013,python,codellama,gh,ai,122.0,3.0,28.0,3.0,1.0
train:1472,2997b09194a080c08d4a67dcfb372324367ed6d7,train,1472,python,human,gh,human,359.0,12.0,81.0,8.0,3.0
train:165721,321d3ba928ad9e822045ae8b302810eb47d2385c,train,165721,python,codellama,lc,ai,45.0,2.0,21.0,7.0,1.0
train:79188,d43df416160cc324242ce3859b15b8d5720966ca,train,79188,python,human,cf,human,331.0,29.0,198.0,9.0,6.0
train:115247,3e93e32ee757327b96c0285bf16b2d6702b14ca5,train,115247,python,qwen1.5,gh,ai,258.0,9.0,51.0,7.0,3.0
train:12339,e7834cda78747e22e67b67d21a0d6fc55fa11a56,train,12339,python,human,gh,human,531.0,17.0,131.0,9.0,6.0
train:125018,06048081b613e1eb5e8c7618fa1930d1addef34d,train,125018,python,nxcode,lc,ai,549.0,26.0,153.0,0.0,0.0
train:76655,72b01a35c534a90b8d8915667b12e69abdd30dab,train,76655,python,human,cf,human,5817.0,542.0,2015.0,11.0,23.0
train:131188,e8826d359b984be2a163b4dfacb744d7ca21f359,train,131188,python,nxcode,lc,ai,333.0,13.0,96.0,7.0,4.0
train:38150,09e419ed5e672c9ba8fe49aedf5fbaf6c49a6c78,train,38150,python,human,gh,human,510.0,15.0,118.0,9.0,5.0
train:20326,90ef89c750a3a434131e7222adb76cda0b63a1c3,train,20326,python,human,gh,human,1048.0,36.0,254.0,12.0,11.0
train:150890,b1a8a4c76aef5649868873f83b2bf6927000f756,train,150890,python,qwen1.5,lc,ai,61.0,6.0,29.0,5.0,1.0
train:41894,81eb1fa64dd61f9ae5563edec7c1584a1164089a,train,41894,python,human,gh,human,184.0,5.0,57.0,11.0,2.0
train:57920,f2afb5e51c724e781b954fe9afc6f2f47a55a460,train,57920,python,human,cf,human,952.0,79.0,422.0,9.0,12.0
train:77464,b7f2c3d5c9f1177d86a6d5a53d3ce78534bef7e8,train,77464,python,human,cf,human,238.0,27.0,118.0,8.0,4.0
train:3971,7e55eefd6fb5315d09f6f374bc465bfac2ba98ae,train,3971,python,human,gh,human,590.0,16.0,126.0,7.0,3.0
train:111408,867ce10ff3b528ea2824d105ef78ecaad6d178bc,train,111408,python,llama3.1,gh,ai,520.0,18.0,91.0,0.0,0.0
train:136261,af7e542a22c62ae3ea5f44f344c335a2a9ed9451,train,136261,python,llama3.1,lc,ai,139.0,6.0,47.0,6.0,1.0
train:110527,681038f93efc70e75a86a5db6d280c776d6b1b62,train,110527,python,qwen1.5,gh,ai,56.0,4.0,18.0,3.0,1.0
train:25705,93d40a73fe8090d425a6e0b20120359282725319,train,25705,python,human,gh,human,384.0,11.0,90.0,9.0,3.0
train:58716,129ef65e47640c01e88363d3f4505958e192a35f,train,58716,python,human,cf,human,1326.0,137.0,506.0,10.0,12.0
train:148523,e81c7767bf2a623b97f1afa75eff2fdfa2b95eab,train,148523,python,qwen1.5,lc,ai,114.0,4.0,46.0,8.0,4.0
train:33,308d473cfff97d97839a0682a984acba37426b44,train,33,python,human,gh,human,243.0,7.0,50.0,9.0,1.0
train:59594,767abc470ded64de3284fd792071e4f2ab1d84a1,train,59594,python,human,cf,human,638.0,72.0,263.0,11.0,10.0
train:103897,1815d0b6c439082cb93a037bb046609ae16f1708,train,103897,python,gpt,gh,ai,122.0,4.0,25.0,6.0,1.0
train:137078,5d2f58eae25439f85f2832f44126027631a960dd,train,137078,python,llama3.1,lc,ai,101.0,2.0,40.0,12.0,2.0
train:42671,549ce4eb44f12ebe78de2b4c14bb5dd326b266b4,train,42671,python,human,gh,human,359.0,8.0,57.0,8.0,1.0
train:115988,7e9ed4e31b55e342bc3a6a7a512eb6b8af19eab5,train,115988,python,llama3.1,gh,ai,569.0,23.0,134.0,0.0,0.0
train:112736,52d370b8735efa3ef315056f5a596c10bb6e062d,train,112736,python,nxcode,gh,ai,85.0,3.0,28.0,6.0,1.0
train:6569,63057df3cd5d593d1d2b167d9d775bb1e1eafba3,train,6569,python,human,gh,human,794.0,21.0,207.0,11.0,5.0
train:106282,73543a65347d27e46b6b0afeac833d03243413ac,train,106282,python,codellama,gh,ai,133.0,3.0,34.0,8.0,2.0
train:43825,498ee9fcca3f71d8e64d49642db59b73a1f43a95,train,43825,python,human,gh,human,175.0,5.0,39.0,7.0,1.0
train:31409,163cea4752d722910c053d065700e34faf8cce9c,train,31409,python,human,gh,human,245.0,3.0,31.0,5.0,1.0
train:36747,5251d5047fa0aa93266a69890d1d6ebf1d1744fa,train,36747,python,human,gh,human,148.0,6.0,41.0,8.0,2.0
train:81885,465ba11b5149b1b3b349a461084482a3233eea2d,train,81885,python,human,cf,human,583.0,41.0,326.0,11.0,11.0
train:47316,a9b40301879956bbe4f4bb89328092b677b6225d,train,47316,python,human,gh,human,1184.0,34.0,282.0,12.0,3.0
train:42434,c7bf0b5f7476f62fe3481e5e4a3f1b95cbd02918,train,42434,python,human,gh,human,422.0,10.0,98.0,8.0,3.0
train:64845,5e9f6903b9174abaea73771158d51be900eb369a,train,64845,python,human,cf,human,656.0,59.0,264.0,10.0,8.0
train:40044,f3d3096fb8962712420732f6e1655284ef92cee1,train,40044,python,human,gh,human,136.0,4.0,31.0,6.0,1.0
train:113620,acf34d842d865d4998ef24c2413b8504a8fce011,train,113620,python,codellama,gh,ai,35.0,3.0,13.0,3.0,1.0
train:18552,970f1058cb1b8c4952ee24a49ef64b8396665078,train,18552,python,human,gh,human,534.0,28.0,109.0,9.0,5.0
train:97351,3063485c2f0fd9cc5a8630238b91d33f1ede53d3,train,97351,python,codellama,gh,ai,155.0,7.0,47.0,8.0,1.0
train:47840,2c8f974504273240c6d1b34c39d493952c7628f7,train,47840,python,human,gh,human,3201.0,96.0,552.0,12.0,15.0
train:71684,6491b3753d12bce92ae89463140931703e6e631e,train,71684,python,human,cf,human,125.0,12.0,62.0,7.0,3.0
train:93325,cb3c63ca99973ee57be8b5c865cff76d144cf9a4,train,93325,python,codellama,cf,ai,823.0,37.0,169.0,9.0,7.0
train:98460,f1b84aef6c055ce4bed5d4d97535188178ea660d,train,98460,python,gpt,gh,ai,187.0,6.0,40.0,9.0,1.0
train:3222,9fd107cc233369f7960612080cd8861a1e679304,train,3222,python,human,gh,human,681.0,20.0,194.0,10.0,7.0
train:147163,4feacfe342de70b2648bd2670539b11ee77f9a07,train,147163,python,codellama,lc,ai,60.0,2.0,21.0,5.0,1.0
train:52108,a1d22b2770f58852449c8228827cfd1c168fdd51,train,52108,python,human,gh,human,328.0,9.0,61.0,7.0,1.0
train:134284,e43374a6054d2ebb6608f15a0e8bfb4fb9067512,train,134284,python,llama3.1,lc,ai,369.0,9.0,87.0,9.0,4.0
train:132927,d43bb09d861df452e456182ec9c113a59be04d48,train,132927,python,llama3.1,lc,ai,215.0,9.0,81.0,10.0,2.0
train:173167,4b590de965577506b0190e34ac87f0bef9c73d13,train,173167,python,codellama,lc,ai,412.0,12.0,89.0,10.0,5.0
train:16250,a3c7c285b182e14591de8e409c47633e841cda9d,train,16250,python,human,gh,human,705.0,17.0,124.0,8.0,5.0
train:175087,3d632e9e5c7cc32867482399351fef54c96af809,train,175087,python,codellama,lc,ai,372.0,13.0,111.0,10.0,4.0
train:39262,cd02a4def49c658ea9ccf29638966f85f399e027,train,39262,python,human,gh,human,526.0,13.0,83.0,9.0,5.0
train:131989,cc0d654b704d01f6ba9ddff170bbf4e09b44d5a8,train,131989,python,nxcode,lc,ai,170.0,7.0,44.0,6.0,2.0
train:127780,fec1b0c3ab7f8495460f1fae251caca0eae0e4af,train,127780,python,nxcode,lc,ai,339.0,16.0,130.0,8.0,6.0
train:117563,350301aa1f795ed0836eb6948e46ef0472bbdc1e,train,117563,python,qwen1.5,gh,ai,748.0,15.0,0.0,0.0,0.0
train:84966,8107f0279661bd9a5aa14c448932273dac246216,train,84966,python,human,cf,human,477.0,34.0,201.0,11.0,10.0
train:147073,9c55ea1f118b5b9aaa5008dda181fe08da7b1481,train,147073,python,codellama,lc,ai,426.0,22.0,130.0,12.0,3.0
train:22988,1cc1c280fa4b6cfdd85190f62dcfe0519aaffd72,train,22988,python,human,gh,human,396.0,14.0,91.0,8.0,2.0
train:34921,96e0ac20403fcc3476da3e206e818fa88dd6303c,train,34921,python,human,gh,human,183.0,5.0,40.0,6.0,1.0
train:64587,6972001b7ba9a57a317aa2d3a25013a6b7610e55,train,64587,python,human,cf,human,448.0,52.0,279.0,13.0,5.0
train:142928,767ff26357b3cd046dab605e08d2537eb2b31383,train,142928,python,llama3.1,lc,ai,180.0,8.0,61.0,8.0,2.0
train:10376,b1a548802650bc8b5ba4e4b66672fae830c91a97,train,10376,python,human,gh,human,413.0,9.0,59.0,6.0,1.0
train:98271,9f39a2d720581e62ff7e3072ab8f18766ffd7513,train,98271,python,codellama,gh,ai,73.0,3.0,16.0,5.0,1.0
train:89621,3f0b2d7a18aae1a218ebea46747042b40f9e5830,train,89621,python,codellama,cf,ai,683.0,30.0,244.0,10.0,11.0
train:174795,48622c69c992f629b83060b01c418e66c87dc765,train,174795,python,codellama,lc,ai,145.0,7.0,52.0,5.0,1.0
train:122635,4b26077c26a4f56170caa7538c90dea1f63dbe1b,train,122635,python,nxcode,lc,ai,99.0,4.0,36.0,6.0,2.0
train:25554,7f5ba80d29a96816b3642d76c295c7766d7041da,train,25554,python,human,gh,human,228.0,7.0,51.0,7.0,2.0
train:102270,a435a766cd5b03b7d88c5845a1c7f0bbc1349f8f,train,102270,python,codellama,gh,ai,77.0,3.0,16.0,5.0,1.0
train:47000,db2da28e7c3bead4d6a3300ad0c9c8b9e9ab2428,train,47000,python,human,gh,human,122.0,3.0,41.0,8.0,1.0
train:13259,92c157f12bbf202f1a18e11a50db4ae7f1049329,train,13259,python,human,gh,human,611.0,12.0,85.0,8.0,4.0
train:101719,2fb97288106e990fb58e76a6cf2f5c5e2912e29f,train,101719,python,qwen1.5,gh,ai,115.0,8.0,27.0,4.0,1.0
train:176190,5360169edf58994f5996b0c675d0cb47d0c962f5,train,176190,python,codellama,lc,ai,69.0,7.0,26.0,5.0,1.0
